0	0	0
0	1	0
0	2	0
1	0	0
1	1	0
1	2	0
2	0	0
2	1	0
2	2	0
3	0	0
3	1	0
3	2	0
4	0	0
4	1	0
4	2	0
5	0	0
5	1	0
5	2	0
6	0	0
6	1	0
6	2	0
7	0	0
7	1	0
7	2	0
8	0	0
8	1	0
8	2	0
9	0	0
9	1	0
9	2	0
10	0	0
10	1	0
10	2	0
11	0	0
11	1	0
11	2	0
12	0	0
12	1	0
12	2	0
13	0	1
13	1	0
13	2	0
14	0	1
14	1	0
14	2	0
15	0	1
15	1	0
15	2	0
16	0	1
16	1	0
16	2	0
17	0	2
17	1	0
17	2	0
18	0	2
18	1	0
18	2	0
19	0	2
19	1	1
19	2	0
20	0	3
20	1	1
20	2	0
21	0	3
21	1	1
21	2	0
22	0	4
22	1	1
22	2	0
23	0	5
23	1	1
23	2	0
24	0	6
24	1	1
24	2	0
25	0	7
25	1	1
25	2	0
26	0	9
26	1	1
26	2	1
27	0	10
27	1	1
27	2	1
28	0	12
28	1	1
28	2	1
29	0	15
29	1	1
29	2	1
30	0	17
30	1	2
30	2	1
31	0	20
31	1	2
31	2	1
32	0	23
32	1	2
32	2	1
33	0	26
33	1	2
33	2	1
34	0	29
34	1	2
34	2	1
35	0	33
35	1	2
35	2	1
36	0	37
36	1	2
36	2	1
37	0	41
37	1	3
37	2	1
38	0	45
38	1	3
38	2	1
39	0	49
39	1	3
39	2	1
40	0	55
40	1	3
40	2	1
41	0	60
41	1	3
41	2	1
42	0	65
42	1	4
42	2	2
43	0	71
43	1	4
43	2	2
44	0	76
44	1	4
44	2	2
45	0	81
45	1	4
45	2	2
46	0	86
46	1	5
46	2	2
47	0	91
47	1	5
47	2	2
48	0	96
48	1	5
48	2	2
49	0	102
49	1	6
49	2	2
50	0	106
50	1	6
50	2	2
51	0	111
51	1	7
51	2	2
52	0	115
52	1	7
52	2	2
53	0	120
53	1	8
53	2	2
54	0	124
54	1	9
54	2	2
55	0	128
55	1	9
55	2	2
56	0	132
56	1	10
56	2	2
57	0	135
57	1	12
57	2	2
58	0	139
58	1	13
58	2	2
59	0	142
59	1	15
59	2	2
60	0	145
60	1	17
60	2	2
61	0	147
61	1	19
61	2	2
62	0	149
62	1	21
62	2	2
63	0	151
63	1	23
63	2	3
64	0	153
64	1	26
64	2	3
65	0	155
65	1	28
65	2	3
66	0	156
66	1	32
66	2	3
67	0	158
67	1	35
67	2	3
68	0	159
68	1	38
68	2	3
69	0	160
69	1	42
69	2	3
70	0	161
70	1	46
70	2	3
71	0	162
71	1	50
71	2	3
72	0	163
72	1	54
72	2	3
73	0	164
73	1	59
73	2	3
74	0	165
74	1	64
74	2	3
75	0	167
75	1	69
75	2	3
76	0	168
76	1	73
76	2	3
77	0	169
77	1	78
77	2	3
78	0	169
78	1	83
78	2	4
79	0	170
79	1	87
79	2	4
80	0	171
80	1	92
80	2	4
81	0	172
81	1	97
81	2	4
82	0	173
82	1	101
82	2	4
83	0	173
83	1	106
83	2	4
84	0	174
84	1	110
84	2	5
85	0	175
85	1	114
85	2	5
86	0	176
86	1	118
86	2	5
87	0	176
87	1	123
87	2	6
88	0	177
88	1	127
88	2	6
89	0	178
89	1	131
89	2	7
90	0	178
90	1	135
90	2	7
91	0	179
91	1	139
91	2	8
92	0	180
92	1	143
92	2	8
93	0	180
93	1	146
93	2	9
94	0	181
94	1	149
94	2	9
95	0	182
95	1	152
95	2	10
96	0	182
96	1	155
96	2	10
97	0	183
97	1	157
97	2	11
98	0	184
98	1	159
98	2	11
99	0	184
99	1	162
99	2	12
100	0	185
100	1	164
100	2	12
101	0	186
101	1	166
101	2	13
102	0	186
102	1	168
102	2	13
103	0	187
103	1	169
103	2	14
104	0	188
104	1	171
104	2	14
105	0	188
105	1	173
105	2	15
106	0	189
106	1	174
106	2	15
107	0	190
107	1	176
107	2	16
108	0	190
108	1	177
108	2	17
109	0	191
109	1	178
109	2	17
110	0	192
110	1	179
110	2	18
111	0	192
111	1	180
111	2	19
112	0	193
112	1	182
112	2	19
113	0	194
113	1	183
113	2	20
114	0	194
114	1	184
114	2	21
115	0	195
115	1	185
115	2	22
116	0	195
116	1	186
116	2	23
117	0	196
117	1	187
117	2	24
118	0	197
118	1	187
118	2	25
119	0	197
119	1	188
119	2	27
120	0	198
120	1	189
120	2	28
121	0	198
121	1	190
121	2	29
122	0	199
122	1	191
122	2	31
123	0	199
123	1	192
123	2	32
124	0	200
124	1	193
124	2	34
125	0	200
125	1	194
125	2	35
126	0	201
126	1	194
126	2	37
127	0	201
127	1	195
127	2	39
128	0	202
128	1	196
128	2	40
129	0	202
129	1	197
129	2	42
130	0	203
130	1	197
130	2	44
131	0	203
131	1	198
131	2	46
132	0	204
132	1	199
132	2	48
133	0	204
133	1	199
133	2	50
134	0	205
134	1	200
134	2	53
135	0	205
135	1	200
135	2	55
136	0	206
136	1	201
136	2	58
137	0	206
137	1	202
137	2	60
138	0	207
138	1	202
138	2	63
139	0	208
139	1	203
139	2	66
140	0	208
140	1	204
140	2	70
141	0	209
141	1	204
141	2	73
142	0	209
142	1	205
142	2	77
143	0	210
143	1	206
143	2	81
144	0	211
144	1	207
144	2	85
145	0	211
145	1	207
145	2	89
146	0	212
146	1	208
146	2	94
147	0	212
147	1	209
147	2	99
148	0	213
148	1	210
148	2	104
149	0	213
149	1	210
149	2	109
150	0	214
150	1	211
150	2	114
151	0	215
151	1	212
151	2	119
152	0	215
152	1	212
152	2	124
153	0	216
153	1	213
153	2	129
154	0	216
154	1	214
154	2	135
155	0	217
155	1	214
155	2	140
156	0	217
156	1	215
156	2	146
157	0	218
157	1	216
157	2	151
158	0	218
158	1	216
158	2	156
159	0	219
159	1	217
159	2	161
160	0	219
160	1	217
160	2	165
161	0	220
161	1	218
161	2	169
162	0	220
162	1	218
162	2	173
163	0	221
163	1	219
163	2	177
164	0	221
164	1	219
164	2	180
165	0	221
165	1	220
165	2	184
166	0	222
166	1	221
166	2	188
167	0	222
167	1	221
167	2	191
168	0	223
168	1	222
168	2	195
169	0	223
169	1	222
169	2	198
170	0	224
170	1	223
170	2	201
171	0	224
171	1	223
171	2	204
172	0	225
172	1	224
172	2	207
173	0	225
173	1	224
173	2	209
174	0	226
174	1	225
174	2	211
175	0	226
175	1	225
175	2	213
176	0	227
176	1	226
176	2	215
177	0	227
177	1	226
177	2	216
178	0	228
178	1	226
178	2	218
179	0	228
179	1	227
179	2	219
180	0	229
180	1	227
180	2	221
181	0	229
181	1	228
181	2	222
182	0	230
182	1	228
182	2	223
183	0	230
183	1	229
183	2	223
184	0	231
184	1	229
184	2	224
185	0	231
185	1	230
185	2	225
186	0	232
186	1	230
186	2	226
187	0	232
187	1	231
187	2	227
188	0	233
188	1	231
188	2	228
189	0	233
189	1	232
189	2	229
190	0	234
190	1	232
190	2	229
191	0	234
191	1	232
191	2	230
192	0	235
192	1	233
192	2	230
193	0	235
193	1	233
193	2	231
194	0	236
194	1	233
194	2	231
195	0	236
195	1	234
195	2	232
196	0	236
196	1	234
196	2	232
197	0	237
197	1	235
197	2	233
198	0	237
198	1	235
198	2	233
199	0	238
199	1	236
199	2	234
200	0	238
200	1	236
200	2	234
201	0	239
201	1	236
201	2	235
202	0	239
202	1	237
202	2	235
203	0	240
203	1	237
203	2	236
204	0	240
204	1	237
204	2	236
205	0	241
205	1	238
205	2	236
206	0	241
206	1	238
206	2	237
207	0	242
207	1	239
