0	0	0.107949
0	1	0.003710
0	2	0.001792
1	0	0.004371
1	1	0.003487
1	2	0.000505
2	0	0.002207
2	1	0.004305
2	2	0.000397
3	0	0.006229
3	1	0.003337
3	2	0.000156
4	0	0.004221
4	1	0.002333
4	2	0.000734
5	0	0.003463
5	1	0.002489
5	2	0.000728
6	0	0.005730
6	1	0.002591
6	2	0.000565
7	0	0.003169
7	1	0.002844
7	2	0.000439
8	0	0.003734
8	1	0.003523
8	2	0.000746
9	0	0.002537
9	1	0.003848
9	2	0.000619
10	0	0.005676
10	1	0.003211
10	2	0.000523
11	0	0.002754
11	1	0.003331
11	2	0.000499
12	0	0.003680
12	1	0.003734
12	2	0.000409
13	0	0.002357
13	1	0.004359
13	2	0.000367
14	0	0.007077
14	1	0.003632
14	2	0.000295
15	0	0.002850
15	1	0.002609
15	2	0.000319
16	0	0.004076
16	1	0.003908
16	2	0.000325
17	0	0.002549
17	1	0.002561
17	2	0.000373
18	0	0.006686
18	1	0.004203
18	2	0.000313
19	0	0.002964
19	1	0.002579
19	2	0.000313
20	0	0.003800
20	1	0.004557
20	2	0.000379
21	0	0.002495
21	1	0.003343
21	2	0.000421
22	0	0.007431
22	1	0.005063
22	2	0.000331
23	0	0.002056
23	1	0.003722
23	2	0.000349
24	0	0.003565
24	1	0.004786
24	2	0.000265
25	0	0.002399
25	1	0.001473
25	2	0.000277
26	0	0.002934
26	1	0.003680
26	2	0.000210
27	0	0.008021
27	1	0.004918
27	2	0.000144
28	0	0.002525
28	1	0.004642
28	2	0.000234
29	0	0.003006
29	1	0.005291
29	2	0.000186
30	0	0.002778
30	1	0.001407
30	2	0.000222
31	0	0.003139
31	1	0.004040
31	2	0.000132
32	0	0.008279
32	1	0.005808
32	2	0.000307
33	0	0.002044
33	1	0.001239
33	2	0.000108
34	0	0.003289
34	1	0.001148
34	2	0.000210
35	0	0.002621
35	1	0.004678
35	2	0.000186
36	0	0.004263
36	1	0.006253
36	2	0.000337
37	0	0.007648
37	1	0.001906
37	2	0.000132
38	0	0.003601
38	1	0.005213
38	2	0.000265
39	0	0.003752
39	1	0.006253
39	2	0.000144
40	0	0.003301
40	1	0.001227
40	2	0.000439
41	0	0.007257
41	1	0.001467
41	2	0.000180
42	0	0.002507
42	1	0.005195
42	2	0.000343
43	0	0.003084
43	1	0.006301
43	2	0.000156
44	0	0.003175
44	1	0.001359
44	2	0.000385
45	0	0.003650
45	1	0.001623
45	2	0.000307
46	0	0.007119
46	1	0.005994
46	2	0.000126
47	0	0.002309
47	1	0.006896
47	2	0.000409
48	0	0.003547
48	1	0.001389
48	2	0.000186
49	0	0.003084
49	1	0.001497
49	2	0.000385
50	0	0.003662
50	1	0.005712
50	2	0.000487
51	0	0.007774
51	1	0.007083
51	2	0.000529
52	0	0.002345
52	1	0.001311
52	2	0.000914
53	0	0.004401
53	1	0.001593
53	2	0.001323
54	0	0.003199
54	1	0.006187
54	2	0.000878
55	0	0.003577
55	1	0.007275
55	2	0.001184
56	0	0.007949
56	1	0.001491
56	2	0.001184
57	0	0.002056
57	1	0.000776
57	2	0.001245
58	0	0.003752
58	1	0.001046
58	2	0.000926
59	0	0.003740
59	1	0.006602
59	2	0.001022
60	0	0.002700
60	1	0.008279
60	2	0.000890
61	0	0.007840
61	1	0.001677
61	2	0.001353
62	0	0.002399
62	1	0.000728
62	2	0.000866
63	0	0.003956
63	1	0.001124
63	2	0.001347
64	0	0.003716
64	1	0.006854
64	2	0.001154
65	0	0.002700
65	1	0.008736
65	2	0.001708
66	0	0.007636
66	1	0.001804
66	2	0.001094
67	0	0.002465
67	1	0.000974
67	2	0.001696
68	0	0.003577
68	1	0.000956
68	2	0.001852
69	0	0.003355
69	1	0.006656
69	2	0.002429
70	0	0.002483
70	1	0.009380
70	2	0.001852
71	0	0.006944
71	1	0.001539
71	2	0.002345
72	0	0.002423
72	1	0.001647
72	2	0.001852
73	0	0.003415
73	1	0.006235
73	2	0.003157
74	0	0.003241
74	1	0.008784
